Priority,Short Description,Subdirectory,Report ID
P3,[inspector] Experiment with an exposé mode,Firefox,731153
P3,"Move the ""rule"" and ""Computed"" buttons inside the sidebar",Firefox,717929
P2,CSS pane of Web Inspector causes viewport to resize which makes it unusable for responsive and adaptive layouts,Firefox,728550
P4,[markup panel] HTML panel should be able to be adjacent to content,Firefox,731499
P2,[ruleview] The warning icon should disappear as soon as the value is correct,Firefox,735576
P2,Rule view shouldn't update during highlighting,Firefox,702411
P1,Implement a Global Developer Toolbar,Firefox,717915
P3,Add the node menu introduced in bug 584407 to the HTML breadcrumbs,Firefox,724600
P3,We should hide the highlighter if no node is locked and the mouse is not hovering the highlighter,Firefox,725722
P2,The sidebar should have a close button,Firefox,733292
P1,Error: button is null ... inspector.jsm when Right Clicking on Breadcrumbs,Firefox,722079
P3,[markup panel] Clicking on a node in the HTML Tree Panel should not expand the node,Firefox,726516
P3,Scroll to offscreen element when you click the infobar,Firefox,703346
P3,It is very hard to start 3D view without any selection,Firefox,718058
P3,Implement a generic docking module for node-centric developer tools,Firefox,735771
P3,Style Inspector: show color swatch,Firefox,677929
P2,Ability to increase/decrease values in rule view using arrow keys,Firefox,722691
P1,"After installation of Bugzilla on Linux, cannot open bugzilla page",Firefox,736022
P1,"""Copy rule"" with some text selected copies that text additionally",Firefox,736014
P2,GCLI should close all hints when escape is pressed,Firefox,730599
P2,GCLI: Can't select items in JS autocomplete,Firefox,730337
P2,GCLI: this.getLookup is undefined,Firefox,730383
P3,GCLI needs a command to enable and disable addons,Firefox,729696
P3,GCLI needs a way to execute os level commands,Firefox,729514
P2,GCLI handling of escaped characters (\n),Firefox,721911
P1,mozilla crashes abruptly,Firefox,736949
P2,l10n note for withBlock says it's for localScope,Firefox,736000
P2,"Intermittent mochitest-browser-chrome browser/devtools/debugger/test/browser_dbg_bug723069_editor-breakpoints.js | The correct script was loaded initially. - Didn't expect -1, but got it",Firefox,734641
P2,"create a ""no scripts"" label for an empty scripts menu in the debugger",Firefox,732452
P3,Adding a breakpoint in a non-sensical place briefly shows the icon,Firefox,737798
P1,firefox 10 is incompatible with gametap.  took 2 weeks to drop back to firefox 9. to use gametap,Firefox,730167
P5,Web page problems poss java script error on Mozilla,Firefox,739444
P3,mozila 5.0 is not support for selenium new version,Firefox,739678
P1,URGENT : Java plugin auto-desactivation with major impacts on 16000 governmement users,Firefox,742251
P1,"Refactor debugger UI, make it slimmer",Firefox,741322
P2,Make it possible to start a debugger in a new firefox instance,Firefox,741324
P2,Sort the scripts in the menulist by filename,Firefox,741325
P3,Make the debugger self-debuggable (create/delete profile...),Firefox,741330
P3,Add a search input to easily/incrementally find scripts => with live buffer switching,Firefox,741328
P3,hide www in url,Firefox,742988
P1,web browser crashed,Firefox,744042
P4,mozila firefox crashed while downloading a file,Firefox,744690
P2,mutilple item not Able to Select from Combobox,Firefox,746488
P1,url eror,Firefox,746874
P5,http://baruthwebpagecom.ipage.com/art-gallery/,Firefox,746969
P2,Create nice breakpoint icons for the SourceEditor in the Debugger,Firefox,740482
P1,"Since bug 735214, DOMInspector extension breaks builtin inspector.",Firefox,747091
P3,SVG Selected Text not visible and cannot be unselected,Firefox,747662
P3,"Firefox UX(15.0a1) crashes, when followed View->Toolbars->Customize",Firefox,749158
P1,maik,Firefox,750091
P3,"changing ""about:blank"" to ""about:newtab"" creates unneeded TabHistory entry",Firefox,751107
P5,respond time is more than 5 second,Firefox,751966
P1,Implement protocol support for modifying the values of a debuggee object's properties,Firefox,724862
P3,ThreadActor should automatically add appropriate debuggee globals,Firefox,740551
P3,Intermittent browser_dbg_bug723069_editor-breakpoints.js | the correct script is selected and five more,Firefox,743126
P3,"Rename ""Script Debugger"" to ""Debugger""?",Firefox,749278
P3,Intermittent Leak in browser/devtools/debugger/test/browser_dbg_bug731394_editor-contextmenu.js,Firefox,751085
P3,Intermittent browser_dbg_scripts-searching-01.js | Test timed out,Firefox,751141
P3,Intermittent browser_dbg_update-editor-mode.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: gDebuggee.firstCall is not a function at devtools/debugger/test/browser_dbg_update-editor-mode.js:41 | Test timed out,Firefox,751188
P3,"After stepping in the debugger, any open nodes in the property view are collapsed",Firefox,751836
P2,Reloading a page when the debuggee is paused results in: ASSERTION: Mismatched calls to ResumeTimeouts,Firefox,751949
P2,re-enable 'arguments' portion of browser_dbg_propertyview-07 and 08,Firefox,752770
P3,Intermittent browser_dbg_scripts-sorting.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: element is undefined at chrome://browser/content/debugger-controller.js:1015,Firefox,752860
P2,UI tweaks for the property view,Firefox,752834
P4,Remove redundant scopes in debugger-view,Firefox,753294
P2,Prevent the Debugger from opening on more than one tab,Firefox,753311
P2,Some divs and spans are created dynamically in debugger-view,Firefox,753313
P3,Intermittent browser_dbg_propertyview-01.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: element is undefined at chrome://browser/content/debugger-controller.js:951,Firefox,746553
P3,"When copying webapprt stub to natively-installed-webapp's application dir, the stub should be embedded with the app's icon",Firefox,745988
P3,Crash in the desktop runtime shall identify the name of the application - Not as the Firefox build the app was installed with,Firefox,748230
P1,`mozApps.getInstalled()` should return only the apps that are natively installed (on browsers/platforms that support native installation),Firefox,749033
P1,disable webapp support on Aurora for Firefox 14,Firefox,750936
P1,Cannot uninstall natively-installed webapps whose names contain unicode characters on Windows,Firefox,751177
P3,Test,Firefox,753702
P2,GLXtest process failed (exited with status 1): GLX extension missing,Firefox,753833
P3,Install web app on host OS - Linux,Firefox,744193
P3,Implement webapp runtime for Linux,Firefox,745018
P3,webapp.json incorrect on Mac,Firefox,753565
P1,mozApps.launch() should not launch a pinned tab in Firefox - behavior should be like the HTML 5 shim,Firefox,740922
P2,Can't set breakpoint in Script Debugger,Firefox,754251
P4,there should be previews of each site i have visted on a new tab but they are missing the titles of the sites are visible ? for example Google the title is there but not the privew of the pages isn't ??,Firefox,754614
P4,Inspect Element with Firebug not working in Firefox Aurora,Firefox,753186
P1,1234,Firefox,755627
P2,Replace text with icons in the debugger toolbar,Firefox,723059
P2,Console logging is slow,Firefox,722685
P4,download,Firefox,757744
P3,"Visually distinguish between configurable, enumerable and writable properties",Firefox,753677
P3,Intermittent browser_dbg_update-editor-mode.js | Test timed out,Firefox,753707
P2,Intermittent leak in browser_dbg_displayName.js,Firefox,754803
P2,Debugger and debuggee may see different scripts,Firefox,755661
P2,Handle positions are not saved.,Firefox,757278
P2,Pause when an exception is hit,Firefox,757282
P2,The debugger server root and tab actors should be easily extensible,Firefox,753401
P3,Setting a breakpoint in a line without code should move the icon to the actual location,Firefox,737803
P1,`mozApps.getInstalled()` should return only the apps that are natively installed - Windows,Firefox,756306
P3,`mozApps.getInstalled()` should return only the apps that are natively installed - Linux,Firefox,756307
P1,Implement MacWebAppUtils to allow callers to locate and manipulate native webapps on Mac,Firefox,756308
P1,Set IndexedDB permission settings during installation,Firefox,757678
P1,Enable fullscreen always for web apps settings during installation,Firefox,757686
P3,Clean up naming of natively-installed webapp installation directory and uninstall registry key,Firefox,758044
P4,"FIREFOX V13.0.B2., DO A SYSTEM SCAN WITH AVG V9.0.930, I GET WARNING: ""THREAT WAS BLOCKED!"" FILENAME: DOMAINZWEB.COM/COUNTER.PHP  THREAT NAME: EXPLOIT JAVASCRIIPT OBFUSCATION (TYPE 156), PROCESS NAME: MOZILLA FIREFOX 13.0B2\FIREFOX.EXE  PROCESS ID: 6444",Firefox,758976
P1,Add a dialog to the debugger to deny or allow incoming server connections,Firefox,758696
P1,Popup panel has no right border,Firefox,757746
P1,panel styling,Firefox,756199
P3,only package webapp runtime l10n files when the runtime is enabled,Firefox,759489
P1,include URL of active window or webapp origin in URL field of webapp runtime crash report,Firefox,759502
P3,Launch of a web application should be centered on first start-up of the application on a machine,Firefox,759616
P3,The location of the window needs to be remembered if a user moves it - each app launch should start at the last window location set by the user,Firefox,759619
P1,Remote debugging is possible even when disabled if netmonitor is enabled,Firefox,757128
P2,[responsive] design view GCLI commands,Firefox,751904
P2,Gmail includes scripts names that make the debugger script list too long,Firefox,760868
P2,Rule view does not update when window is resized,Firefox,740543
P3,testing mysite,Firefox,760923
P3,GCLI edit command help seems unfinished,Firefox,761031
P1,JS Debugger errors prevent me from debugging Orion,Firefox,761223
P2,"GCLI has hard-coded strings (e.g. ""Available commands:"", ""Commands starting with:"")",Firefox,761268
P1,GCLI help output does not display the first time,Firefox,761481
P3,Always show a property tooltip,Firefox,761174
P3,Sometimes when entering a paused state the current line is not highlighted in the editor,Firefox,761166
P2,Closing Debugger from X button doesn't remove the tick (v) on menu option.,Firefox,760839
P1,Debugger Closing after Opening it immediately on Mac (a11y),Firefox,761574
P2,"Ignore ""devtools.inspector.enabled"" preference",Firefox,736472
P5,rounded corners,Firefox,762416
P1,The inspector should be updated when the DOM is updated.,Firefox,762499
P1,The inspector node menu feature allows the user to remove tabbed browsing,Firefox,760171
P5,firefox is not opening,Firefox,762804
P2,"File filtering ""@"" operator doesn't search for functions",Firefox,762454
P2,"Use ""@"" file filtering to search for functions",Firefox,762825
P2,No script is loaded in the script debugger for me,Firefox,761742
P2,XBL Bindings appear in the debugger script dropdown if the debugger is open when the page is refreshed,Firefox,760882
P1,Preload appcache into webapp's profile during installation,Firefox,760365
