Priority,Short Description
P3,"When utilizing the directional arrows to move back, the folder does not move accordingly."
P3,The initialization of the 'Back' navigation arrow does not synchronize with the movement of the folder.
P4,The positioning of the identity popup needs to be adjusted.
P4,The alignment of the identity popup requires adjustment.
P4,The alignment of the identity popup requires adjustment.
P4,'Readjustment required for proper alignment of identity popup'
P4,The identity popup requires alignment.
P4,The alignment of the identity popup needs to be adjusted.
P4,'Save Search window is covered by Tooltip.'
P4,'Tooltip covers up the Save Search menu'
P4,The Save Search window is covered by the tooltip.
P4,Tooltip covers up the Save Search popup.
P4,Tooltip covers the Save Search window.
P4,'The Save Search window is hidden by the Tooltip'
P3,Check the security of the livemark siteURI.
P3,Ensure that the siteURI is secure by conducting a security check on the livemark.
P3,"While closing a maximized window, Firefox incorrectly saves the size for window restoration."
P3,Firefox incorrectly saves the size of the window when closing a window that was maximized.
P4,"Copying and pasting the ""Bookmarks Menu"" folder into the ""All Bookmarks"" folder creates a duplicate of the folder."
P4,"Moving the ""Bookmarks Menu"" folder into the ""All Bookmarks"" folder using the drag and drop method will create a copy of the folder."
P4,"Moving the ""Bookmarks Menu"" folder into the ""All Bookmarks"" folder by dragging and dropping will create an identical copy of the folder."
P4,"Moving the ""Bookmarks Menu"" folder into the ""All Bookmarks"" folder by drag and drop will create an extra copy of the folder."
P4,"When the ""Bookmarks Menu"" folder is dragged and dropped into the ""All Bookmarks"" folder, it creates a copy of the folder."
P4,"Moving the ""Bookmarks Menu"" folder within the ""All Bookmarks"" folder results in a replica of the original folder."
P4,"""Utilize the bookmarks.postplaces.html file for automatically importing from bookmarks in html format, if available."""
P4,"When importing from bookmarks in html format, utilize the bookmarks.postplaces.html if available."
P4,"If there is a bookmarks.postplaces.html file available, utilize it when automatically importing in bookmarks HTML format."
P4,"When importing bookmarks in HTML format, utilize bookmarks.postplaces.html if it is available."
P4,"If the file bookmarks.postplaces.html is available, it should be utilized for automatic import of bookmarks in HTML format."
P4,"When importing automatically from a HTML bookmark format, utilize bookmarks.postplaces.html if it is present."
P3,Removing or shifting a row in the URL bar of rich results does not automatically choose the next item after deletion.
P3,Removing (or permanently removing) a row from the extensive URL bar results does not automatically highlight the next item after deletion.
P3,There are no headings visible in my planner or on my start menu for the folders' root directory.
P3,There are no titles in my organizer or my star menu for root folders.
P4,Tab bar increased in height by one pixel for those using Extra Large Fonts.
P4,Adjust the size of the tab bar to be one pixel higher when using Extra Large Fonts.
P4,Increase height of tab bar by one pixel when using Extra Large Fonts.
P4,The tab bar will be increased in size by one pixel when using Extra Large Fonts.
P4,The tab bar will be increased in height by one pixel when using Extra Large Fonts.
P4,The height of the tab bar will increase by a single pixel when using Extra Large Fonts.
P4,issues concerning restoring bookmarks
P4,Issues related to restoring bookmarks.
P4,Issues related to restoring bookmarks.
P4,issues with restoring bookmarks
P4,difficulties with restoring bookmarks
P4,Issues with restoring bookmarks.
P3,A bookmark is accessed when a folder or feed in the Bookmarks Sidebar is closed.
P3,"When a folder or feed is collapsed in the Bookmarks Sidebar, it is considered as being visited."
P3,The identity section of the address bar does not change color to green when using EV certificates on Windows 32-bit and Linux systems.
P3,The identity section of the URL bar does not change to green for EV Certificates on Windows 32 and Linux.
P4,Notification messages are transmitted to nsINavBookmarkObserver when a batch update is void of data.
P4,Notifications regarding batch updates with no data are transmitted to the observer of nsINavBookmark.
P4,Notifications about batch updates with no content are transmitted to nsINavBookmarkObserver.
P4,Notifications for batch updates with no content are sent to observers of nsINavBookmarkObserver.
P4,'Broadcasting notification alerts to nsINavBookmarkObserver when batch update is empty'
P4,Notifications about batch updates with no items being processed have been transmitted to the nsINavBookmarkObserver.
P3,The appearance of Winstripe and Gnomestripe is undesirable when viewed in RTL mode.
P3,Winstripe and Gnomestripe have an unfavorable appearance in RTL orientation.
