Classification,Summary
Configuration issue,Determine the optimal utilization of resource: URLs.
Configuration issue,Determine the appropriate use and purpose of resource: URLs.
Configuration issue,Determine the appropriate format for resource: URLs.
Configuration issue,The Sherlock plug-in for Google is no longer up-to-date.
Configuration issue,The Sherlock plug-in for Google is no longer up-to-date.
Configuration issue,The Sherlock plug-in for Google is no longer up-to-date.
Configuration issue,The browser is unable to process basic responses from the HTTP protocol.
Configuration issue,The web browser is unable to process the basic response from the HTTP protocol.
Configuration issue,The browser is unable to process basic responses from the HTTP protocol.
Configuration issue,Unsuitable origin of text in the unencoded content.
Configuration issue,Improperly inserted source in the original text.
Configuration issue,Improper origin inserted within the unencrypted text.
Configuration issue,Blockquotes that contain multiple paragraphs are not displayed accurately.
Configuration issue,Multi-paragraph quotations do not appear properly.
Configuration issue,Inaccurate rendering occurs when multi-paragraph blockquotes are utilized.
Configuration issue,[ActiveX Add-on] Modified parameter within XPconnect.cpp / xpc_GetCLSIDForType / keyMimeType.QueryValue
Configuration issue,[ActiveX Plug-in] Modified argument in XPconnect.cpp / xpc_GetCLSIDForType / keyMimeType.QueryValue
Configuration issue,[ActiveX plug-in] Changed parameter in XPconnect.cpp / xpc_GetCLSIDForType / keyMimeType.QueryValue.
Configuration issue,Execute artificial gathering of RDF objects.
Configuration issue,Execute the combination of RDF resources in a simulated manner.
Configuration issue,'Carry out pseudo-aggregation of RDF resources'
Configuration issue,Take out the STREAM_CONVERTER_HACK from the file channel.
Configuration issue,Eliminate the utilization of STREAM_CONVERTER_HACK in the file channel.
Configuration issue,"""Eliminate the STREAM_CONVERTER_HACK code from the file channel"""
Configuration issue,The inclusion of #ifndef XP_MAC is unnecessary in wallet.cpp.
Configuration issue,The inclusion of #ifndef XP_MAC is unnecessary in wallet.cpp.
Configuration issue,The utilization of #ifndef XP_MAC is unnecessary in wallet.cpp.
Configuration issue,Three instances of dbm code with a static connection.
Configuration issue,Three consecutive connections of static links for dbm code.
Configuration issue,Three instances of linked database management code.
Configuration issue,Is the trace-malloc feature not functioning properly on fxdbug-win32-tbox due to the Vista SDK?
Configuration issue,Possible rephrased version: 'The trace-malloc feature is not functioning on the fxdbug-win32-tbox (likely due to the Vista SDK).'
Configuration issue,"'There appears to be an issue with trace-malloc on fxdbug-win32-tbox, potentially caused by the Vista SDK.'"
Configuration issue,"[Windows] Following bug 551254, Firefox/SeaMonkey is unable to compile or operate, resulting in an error such as ""?'"
Configuration issue,"[The Windows operating system] Following bug 551254, Firefox/SeaMonkey is unable to be compiled or launched, displaying an error such as ""?""."
Configuration issue,"Windows?': ?True

Following issue 551254 of [Windows], Firefox/SeaMonkey is no longer able to compile or function properly, displaying an error message such as ""?Windows?': ?True""."
Configuration issue,It is not possible to construct previous versions of Windows SDKs due to Bug 830347.
Configuration issue,It is not possible to create previous versions of Windows SDKs due to Bug 830347.
Configuration issue,Unable to construct previous versions of Windows SDKs due to the presence of Bug 830347.
Configuration issue,'Bug 906072 caused a complete disruption in IME context management when a password field is selected'
Configuration issue,The issue 906072 completely disrupted the management of IME context when the password field is selected.
Configuration issue,The IME context management function was entirely disrupted by Bug 906072 when the password field is selected.
Configuration issue,The combination of 'browser_pluginCrashCommentAndURL.js' and 'browser_bug410900.js' causes Ubuntu EC2 slaves to experience freezes.
Configuration issue,The combination of 'browser_pluginCrashCommentAndURL.js' and 'browser_bug410900.js' causes Ubuntu EC2 slaves to freeze.
Configuration issue,"browser_pluginCrashCommentAndURL.js, when used together with browser_bug410900.js, causes Ubuntu EC2 slaves to freeze."
Configuration issue,'There is an issue with nsUrlWidget on Windows following the implementation of bug 581596 in SeaMonkey.'
Configuration issue,[SeaMonkey] Broken functionality on Windows in nsUrlWidget due to bug 581596 update.
Configuration issue,[SeaMonkey] nsUrlWidget experiencing Windows malfunction following bug 581596 implementation.
Configuration issue,The website http://www.vecernji-list.hr/ experienced a core dump during page load.
Configuration issue,"On the loading of the http://www.vecernji-list.hr/ webpage, a core dump occurred."
Configuration issue,A core dump occurred when attempting to load the http://www.vecernji-list.hr/ webpage.
Configuration issue,'Alfred is not compatible with the current version of Moz 0.8.1 and needs to be updated.'
Configuration issue,Alfred is no longer compatible with the outdated version of Moz 0.8.1 and will not function properly.
Configuration issue,"Alfred's version of Chrome is outdated and incompatible with Moz0.8.1, therefore it cannot be used."
Configuration issue,The web console has a tendency to malfunction when used in windowed mode.
Configuration issue,The web console experiences issues while operating in window mode.
Configuration issue,The web console experiences glitches when in window view.
Configuration issue,"Presently, the repository is resulting in a dark screen on SGS2/Otoro as a result of a regression stemming from bug number 778079."
Configuration issue,"Today, a regression stemming from bug 778079 is causing a black display to appear on SGS2/Otoro devices within the repository."
Configuration issue,The current repository is causing the screen of SGS2/Otoro to appear as a black screen because there has been a setback caused by a reoccurrence of bug 778079.
Configuration issue,"Searching on bugzilla is taking longer than usual (however, navigating directly to specific bugs is functioning as normal)."
Configuration issue,"The act of searching on bugzilla is causing timeouts, although manually accessing specific bugs is functioning properly."
Configuration issue,Bugzilla searches are experiencing delays (bugs can still be loaded successfully).
Configuration issue,Bug 600435 in Port: XULRunner's unification for i386/x64_64 is unsuccessful in comm-central.
Configuration issue,The bug report (600435) for Port notes that the attempt to unify nspr-config for i386/x64_64 on XULRunner in comm-central has failed.
